Tip Outlet Velocities,,
,Cw3_t,C3_t
0,24.20280436,228.7837969
1,65.96980839,236.8718337
2,61.15927545,235.5773906
3,61.15927545,235.5773906
4,61.15927545,235.5773906
5,61.15927545,235.5773906
6,68.93141222,237.7136714
7,0,227.5
