Mean Stator Velocities,,,,
,Cw2_m,C2_m,Vw2_m,V2_m
1,215.0618399,313.0620465,69.06581065,237.7526786
2,268.3221944,351.7855171,28.95998454,229.335847
3,312.3627738,386.4281983,-7.509764119,227.6239147
4,313.7718953,387.568126,-4.840740265,227.5514948
5,311.1599173,385.4565399,0.364506823,227.500292
6,309.4150921,384.0494098,3.866051984,227.5328468
7,308.1984821,383.0699079,6.319335772,227.5877501
8,298.513946,375.3222961,16.95698966,228.1310796
