,a1r,b1r,a2r,b2r,a3r
0,0.0,43.13881511665243,51.590733612995244,-18.01450723173496,10.075416828621861
1,10.075416828621861,37.14010875656265,55.69068460211297,-22.475949112235895,25.841662023689697
2,25.841662023689697,24.264103973381104,58.7088635813206,-27.78995524410776,24.180071794086672
3,24.180071794086672,25.923447957130083,58.357661490152786,-25.1110116715453,24.180071794086672
4,24.180071794086672,25.923447957130083,57.8549189928923,-22.510865454116637,24.180071794086672
5,24.180071794086672,25.923447957130083,57.51746992755792,-20.72566774761059,24.180071794086672
6,24.180071794086672,25.923447957130083,57.281423497019894,-19.459139666787053,26.84209423479366
7,26.84209423479366,23.22033554450455,56.34074380572495,-16.17937330822372,0.0
