Tip Stator Velocities,,,,
,Cw2_t,C2_t,Vw1_t,V1_t
0,171.9814672,285.1909449,183.3185328,292.1676479
1,224.5071956,319.624359,130.7928044,262.4176207
2,268.0121916,351.5491215,87.28780839,243.670703
3,272.8227245,355.2301916,82.47727545,241.9891546
4,272.8227245,355.2301916,82.47727545,241.9891546
5,272.8227245,355.2301916,82.47727545,241.9891546
6,272.8227245,355.2301916,82.47727545,241.9891546
7,265.0505878,349.2965274,90.24941222,244.7472296
