Mean Outlet Velocities,,
,Cw3_m,C3_m
0,30.27744053,229.5059333
1,82.52750058,242.0062775
2,76.50957709,240.0207603
3,76.50957709,240.0207603
4,76.50957709,240.0207603
5,76.50957709,240.0207603
6,86.23243421,243.2946418
7,0,227.5
